Invoice Number,Transaction Date,Transaction Amount,Payer Home Location,Transaction ID,Invoice ID,Currency Code
105678,2023-05-15,$80.00,Bay Area Fencing Club - Los Gatos,37523820,50031725,USD
105679,2023-05-15,$55.00,Bay Area Fencing Club - Los Gatos,37524451,50032847,USD
105680,2023-05-15,"$1,000.00",Bay Area Fencing Club - Los Gatos,37526948,50036030,USD
105681,2023-05-16,$55.00,Bay Area Fencing Club - Los Gatos,37530654,50041108,USD
105682,2023-05-16,$55.00,Bay Area Fencing Club - Los Gatos,37534319,50048900,USD
105684,2023-05-16,"$1,000.00",Bay Area Fencing Club - Los Gatos,37534840,50049879,USD
105685,2023-05-16,$55.00,Bay Area Fencing Club - Los Gatos,37535500,50051214,USD
105686,2023-05-16,$80.00,Bay Area Fencing Club - Los Gatos,37536252,50052652,USD
105687,2023-05-16,$470.00,Bay Area Fencing Club - Los Gatos,37536408,50052923,USD
105689,2023-05-17,$410.00,Bay Area Fencing Club - Los Gatos,37546345,50068577,USD
105690,2023-05-17,$15.30,Bay Area Fencing Club - Los Gatos,37547240,50070193,USD
105108,2023-05-18,$80.00,Bay Area Fencing Club - Los Gatos,37550950,49451986,USD
105107,2023-05-18,$80.00,Bay Area Fencing Club - Los Gatos,37550952,49451979,USD
105694,2023-05-18,$55.00,Bay Area Fencing Club - Los Gatos,37552249,50076776,USD
105695,2023-05-18,$55.00,Bay Area Fencing Club - Los Gatos,37552253,50076779,USD
105696,2023-05-18,$55.00,Bay Area Fencing Club - Los Gatos,37556895,50085940,USD
105697,2023-05-18,$55.00,Bay Area Fencing Club - Los Gatos,37557663,50087182,USD
105698,2023-05-18,$80.00,Bay Area Fencing Club - Los Gatos,37557672,50087199,USD
105699,2023-05-18,$80.00,Bay Area Fencing Club - Los Gatos,37557677,50087205,USD
105700,2023-05-18,$55.00,Bay Area Fencing Club - Los Gatos,37557691,50087230,USD
105701,2023-05-19,"$1,000.00",Bay Area Fencing Club - Los Gatos,37563741,50096018,USD
105702,2023-05-19,$55.00,Bay Area Fencing Club - Los Gatos,37565745,50099503,USD
105703,2023-05-19,"$1,000.00",Bay Area Fencing Club - Los Gatos,37566813,50101171,USD
105704,2023-05-19,$55.00,Bay Area Fencing Club - Los Gatos,37567116,50101613,USD
105705,2023-05-19,$55.00,Bay Area Fencing Club - Los Gatos,37567366,50102004,USD
105706,2023-05-19,$55.00,Bay Area Fencing Club - Los Gatos,37567372,50102008,USD
105707,2023-05-19,$55.00,Bay Area Fencing Club - Los Gatos,37567618,50102387,USD
105709,2023-05-20,$80.00,Bay Area Fencing Club - Los Gatos,37573169,50109902,USD
105710,2023-05-20,$55.00,Bay Area Fencing Club - Los Gatos,37573533,50110568,USD
105711,2023-05-20,$55.00,Bay Area Fencing Club - Los Gatos,37573545,50110582,USD
105713,2023-05-20,$328.00,Bay Area Fencing Club - Los Gatos,37574133,50111678,USD
105714,2023-05-20,$55.00,Bay Area Fencing Club - Los Gatos,37574392,50112161,USD
105715,2023-05-20,$410.00,Bay Area Fencing Club - Los Gatos,37574610,50112604,USD
105716,2023-05-20,$15.30,Bay Area Fencing Club - Los Gatos,37575380,50114181,USD
105717,2023-05-20,$38.24,Bay Area Fencing Club - Los Gatos,37575529,50114498,USD
105718,2023-05-20,$55.00,Bay Area Fencing Club - Los Gatos,37575543,50114537,USD
105719,2023-05-20,$55.00,Bay Area Fencing Club - Los Gatos,37575549,50114548,USD
105720,2023-05-20,$55.00,Bay Area Fencing Club - Los Gatos,37575553,50114553,USD
105721,2023-05-20,$55.00,Bay Area Fencing Club - Los Gatos,37575904,50115286,USD
105722,2023-05-20,$55.00,Bay Area Fencing Club - Los Gatos,37575907,50115289,USD
105723,2023-05-20,$55.00,Bay Area Fencing Club - Los Gatos,37575913,50115308,USD
105724,2023-05-20,$55.00,Bay Area Fencing Club - Los Gatos,37576238,50115854,USD
105725,2023-05-20,$55.00,Bay Area Fencing Club - Los Gatos,37576250,50115869,USD
105726,2023-05-20,$55.00,Bay Area Fencing Club - Los Gatos,37577168,50117253,USD
105727,2023-05-21,"$1,000.00",Bay Area Fencing Club - Los Gatos,37579809,50120077,USD
105728,2023-05-21,$55.00,Bay Area Fencing Club - Los Gatos,37581367,50122608,USD
105729,2023-05-21,$80.00,Bay Area Fencing Club - Los Gatos,37581374,50122619,USD
105731,2023-05-21,$80.00,Bay Area Fencing Club - Los Gatos,37581999,50123607,USD
105732,2023-05-21,$79.84,Bay Area Fencing Club - Los Gatos,37582399,50124200,USD
105734,2023-05-21,$55.00,Bay Area Fencing Club - Los Gatos,37582501,50124423,USD
105735,2023-05-21,$410.00,Bay Area Fencing Club - Los Gatos,37582570,50124516,USD
105736,2023-05-21,$55.00,Bay Area Fencing Club - Los Gatos,37583734,50126640,USD
105737,2023-05-21,$55.00,Bay Area Fencing Club - Los Gatos,37583982,50127086,USD
105738,2023-05-21,$55.00,Bay Area Fencing Club - Los Gatos,37583983,50127087,USD
105739,2023-05-22,$55.00,Bay Area Fencing Club - Los Gatos,37594552,50144619,USD
105740,2023-05-22,$80.00,Bay Area Fencing Club - Los Gatos,37595794,50147079,USD
105742,2023-05-22,$55.00,Bay Area Fencing Club - Los Gatos,37598684,50151322,USD
105743,2023-05-23,$55.00,Bay Area Fencing Club - Los Gatos,37605873,50164789,USD
105744,2023-05-23,$410.00,Bay Area Fencing Club - Los Gatos,37606144,50165332,USD
105745,2023-05-23,$80.00,Bay Area Fencing Club - Los Gatos,37606586,50166250,USD
105746,2023-05-23,$55.00,Bay Area Fencing Club - Los Gatos,37606730,50166526,USD
105747,2023-05-23,$55.00,Bay Area Fencing Club - Los Gatos,37606737,50166536,USD
105748,2023-05-23,$55.00,Bay Area Fencing Club - Los Gatos,37606756,50166540,USD
105749,2023-05-23,"$1,000.00",Bay Area Fencing Club - Los Gatos,37607255,50167437,USD
105750,2023-05-23,$410.00,Bay Area Fencing Club - Los Gatos,37607749,50168308,USD
105751,2023-05-24,$29.03,Bay Area Fencing Club - Los Gatos,37615537,50181717,USD
105753,2023-05-24,$60.00,Bay Area Fencing Club - Los Gatos,37617146,50184911,USD
105754,2023-05-24,"$1,500.00",Bay Area Fencing Club - Los Gatos,37619692,50187718,USD
105756,2023-05-25,$55.00,Bay Area Fencing Club - Los Gatos,37627906,50202274,USD
105757,2023-05-25,$80.00,Bay Area Fencing Club - Los Gatos,37627974,50202374,USD
105758,2023-05-25,$80.00,Bay Area Fencing Club - Los Gatos,37628003,50202406,USD
105759,2023-05-25,$55.00,Bay Area Fencing Club - Los Gatos,37628221,50202787,USD
105760,2023-05-25,$55.00,Bay Area Fencing Club - Los Gatos,37628458,50203300,USD
105761,2023-05-25,$410.00,Bay Area Fencing - Pleasanton,37630315,50206017,USD
105762,2023-05-25,$410.00,Bay Area Fencing - Pleasanton,37630317,50206026,USD
105763,2023-05-26,$100.00,Bay Area Fencing Club - Los Gatos,37633115,50210131,USD
105764,2023-05-26,$600.00,Bay Area Fencing Club - Los Gatos,37635446,50214753,USD
105765,2023-05-26,$55.00,Bay Area Fencing Club - Los Gatos,37636202,50216305,USD
105766,2023-05-26,$55.00,Bay Area Fencing Club - Los Gatos,37637051,50217912,USD
105767,2023-05-26,$55.00,Bay Area Fencing Club - Los Gatos,37637086,50217980,USD
105768,2023-05-26,$55.00,Bay Area Fencing Club - Los Gatos,37637284,50218330,USD
105769,2023-05-26,$55.00,Bay Area Fencing Club - Los Gatos,37637892,50219484,USD
105770,2023-05-26,$36.29,Bay Area Fencing Club - Los Gatos,37639321,50221338,USD
105247,2023-05-27,$80.00,Bay Area Fencing Club - Los Gatos,37640724,49592668,USD
105773,2023-05-27,$80.00,Bay Area Fencing Club - Los Gatos,37642179,50225280,USD
105774,2023-05-27,"$1,500.00",Bay Area Fencing Club - Los Gatos,37642917,50226591,USD
105775,2023-05-27,$80.00,Bay Area Fencing Club - Los Gatos,37643019,50226782,USD
105776,2023-05-27,$55.00,Bay Area Fencing Club - Los Gatos,37643175,50227095,USD
105777,2023-05-27,$55.00,Bay Area Fencing Club - Los Gatos,37643181,50227111,USD
105778,2023-05-27,$36.29,Bay Area Fencing Club - Los Gatos,37644708,50229785,USD
105780,2023-05-27,$60.00,Bay Area Fencing Club - Los Gatos,37644929,50230174,USD
105781,2023-05-27,$55.00,Bay Area Fencing Club - Los Gatos,37645311,50230946,USD
105782,2023-05-27,$55.00,Bay Area Fencing Club - Los Gatos,37645316,50230971,USD
105783,2023-05-27,$55.00,Bay Area Fencing Club - Los Gatos,37645602,50231597,USD
105784,2023-05-27,$55.00,Bay Area Fencing Club - Los Gatos,37645607,50231605,USD
105785,2023-05-27,$55.00,Bay Area Fencing Club - Los Gatos,37645609,50231608,USD
105786,2023-05-27,$55.00,Bay Area Fencing Club - Los Gatos,37645819,50231941,USD
105788,2023-05-27,$410.00,Bay Area Fencing Club - Los Gatos,37645825,50231955,USD
105789,2023-05-27,$55.00,Bay Area Fencing Club - Los Gatos,37645866,50232022,USD
105790,2023-05-27,$55.00,Bay Area Fencing Club - Los Gatos,37646681,50233361,USD
105791,2023-05-27,$55.00,Bay Area Fencing Club - Los Gatos,37646682,50233366,USD
105792,2023-05-27,$55.00,Bay Area Fencing Club - Los Gatos,37646685,50233370,USD
105793,2023-05-27,$55.00,Bay Area Fencing Club - Los Gatos,37646689,50233372,USD
105794,2023-05-27,$80.00,Bay Area Fencing Club - Los Gatos,37646690,50233373,USD
105795,2023-05-28,$55.00,Bay Area Fencing Club - Los Gatos,37655274,50244362,USD
105796,2023-05-29,$55.00,Bay Area Fencing Club - Los Gatos,37662525,50255162,USD
105797,2023-05-29,$55.00,Bay Area Fencing Club - Los Gatos,37662526,50255164,USD
105799,2023-05-30,$55.00,Bay Area Fencing Club - Los Gatos,37670292,50270226,USD
105800,2023-05-30,$80.00,Bay Area Fencing Club - Los Gatos,37670756,50271313,USD
105801,2023-05-30,$55.00,Bay Area Fencing Club - Los Gatos,37671342,50272555,USD
105802,2023-05-30,$55.00,Bay Area Fencing Club - Los Gatos,37671343,50272562,USD
105803,2023-05-30,$80.00,Bay Area Fencing Club - Los Gatos,37671726,50273418,USD
105804,2023-05-30,$80.00,Bay Area Fencing Club - Los Gatos,37671882,50273767,USD
105805,2023-05-31,$55.00,Bay Area Fencing Club - Los Gatos,37681224,50291873,USD
105806,2023-05-31,$60.00,Bay Area Fencing Club - Los Gatos,37682793,50295214,USD
105807,2023-05-31,$55.00,Bay Area Fencing Club - Los Gatos,37682799,50295228,USD
105808,2023-05-31,$55.00,Bay Area Fencing Club - Los Gatos,37682802,50295233,USD
105809,2023-05-31,$55.00,Bay Area Fencing Club - Los Gatos,37682806,50295244,USD
105810,2023-05-31,$55.00,Bay Area Fencing Club - Los Gatos,37682812,50295249,USD
104676,2023-06-01,$105.00,Bay Area Fencing Club - Los Gatos,37814851,49191959,USD
104819,2023-06-01,$570.00,Bay Area Fencing Club - Los Gatos,37814854,49197456,USD
105314,2023-06-01,$225.00,Bay Area Fencing Club - Los Gatos,37814855,49701174,USD
105323,2023-06-01,$225.00,Bay Area Fencing Club - Los Gatos,37814856,49785767,USD
105327,2023-06-01,$225.00,Bay Area Fencing Club - Los Gatos,37814857,49785772,USD
105328,2023-06-01,$225.00,Bay Area Fencing Club - Los Gatos,37814858,49785774,USD
105324,2023-06-01,$225.00,Bay Area Fencing Club - Los Gatos,37814859,49785769,USD
105325,2023-06-01,$225.00,Bay Area Fencing Club - Los Gatos,37814860,49785770,USD
105326,2023-06-01,$225.00,Bay Area Fencing Club - Los Gatos,37814861,49785771,USD
105334,2023-06-01,$225.00,Bay Area Fencing Club - Los Gatos,37814862,49785781,USD
105339,2023-06-01,$225.00,Bay Area Fencing Club - Los Gatos,37814863,49785785,USD
105329,2023-06-01,$225.00,Bay Area Fencing Club - Los Gatos,37814864,49785775,USD
105330,2023-06-01,$225.00,Bay Area Fencing Club - Los Gatos,37814865,49785777,USD
105331,2023-06-01,$225.00,Bay Area Fencing Club - Los Gatos,37814866,49785776,USD
105341,2023-06-01,$225.00,Bay Area Fencing Club - Los Gatos,37814867,49785787,USD
105335,2023-06-01,$225.00,Bay Area Fencing Club - Los Gatos,37814868,49785780,USD
105340,2023-06-01,$225.00,Bay Area Fencing Club - Los Gatos,37814869,49785786,USD
105336,2023-06-01,$225.00,Bay Area Fencing Club - Los Gatos,37814870,49785782,USD
105344,2023-06-01,$225.00,Bay Area Fencing Club - Los Gatos,37814871,49785790,USD
105337,2023-06-01,$225.00,Bay Area Fencing Club - Los Gatos,37814872,49785783,USD
105342,2023-06-01,$225.00,Bay Area Fencing Club - Los Gatos,37814873,49785788,USD
105346,2023-06-01,$225.00,Bay Area Fencing Club - Los Gatos,37814874,49785792,USD
105343,2023-06-01,$225.00,Bay Area Fencing Club - Los Gatos,37814875,49785789,USD
105348,2023-06-01,$225.00,Bay Area Fencing Club - Los Gatos,37814876,49785794,USD
105345,2023-06-01,$225.00,Bay Area Fencing Club - Los Gatos,37814877,49785791,USD
105351,2023-06-01,$225.00,Bay Area Fencing Club - Los Gatos,37814878,49785797,USD
105350,2023-06-01,$225.00,Bay Area Fencing Club - Los Gatos,37814879,49785796,USD
105349,2023-06-01,$225.00,Bay Area Fencing Club - Los Gatos,37814880,49785795,USD
105352,2023-06-01,$225.00,Bay Area Fencing Club - Los Gatos,37814881,49785798,USD
105354,2023-06-01,$225.00,Bay Area Fencing Club - Los Gatos,37814882,49785800,USD
105355,2023-06-01,$225.00,Bay Area Fencing Club - Los Gatos,37814883,49785801,USD
105357,2023-06-01,$225.00,Bay Area Fencing Club - Los Gatos,37814884,49785803,USD
105356,2023-06-01,$225.00,Bay Area Fencing Club - Los Gatos,37814885,49785802,USD
105365,2023-06-01,$225.00,Bay Area Fencing Club - Los Gatos,37814886,49785811,USD
105361,2023-06-01,$225.00,Bay Area Fencing Club - Los Gatos,37814887,49785807,USD
105362,2023-06-01,$225.00,Bay Area Fencing Club - Los Gatos,37814888,49785808,USD
105358,2023-06-01,$225.00,Bay Area Fencing Club - Los Gatos,37814889,49785805,USD
105367,2023-06-01,$225.00,Bay Area Fencing Club - Los Gatos,37814890,49785813,USD
105363,2023-06-01,$225.00,Bay Area Fencing Club - Los Gatos,37814891,49785809,USD
105366,2023-06-01,$225.00,Bay Area Fencing Club - Los Gatos,37814892,49785812,USD
105364,2023-06-01,$225.00,Bay Area Fencing Club - Los Gatos,37814893,49785810,USD
105371,2023-06-01,$225.00,Bay Area Fencing Club - Los Gatos,37814894,49785817,USD
105368,2023-06-01,$225.00,Bay Area Fencing Club - Los Gatos,37814895,49785814,USD
105370,2023-06-01,$225.00,Bay Area Fencing Club - Los Gatos,37814896,49785816,USD
105369,2023-06-01,$225.00,Bay Area Fencing Club - Los Gatos,37814897,49785815,USD
105377,2023-06-01,$75.00,Bay Area Fencing Club - Los Gatos,37814898,49785823,USD
105372,2023-06-01,$225.00,Bay Area Fencing Club - Los Gatos,37814899,49785818,USD
105373,2023-06-01,$225.00,Bay Area Fencing Club - Los Gatos,37814900,49785819,USD
105381,2023-06-01,$225.00,Bay Area Fencing Club - Los Gatos,37814901,49785827,USD
105375,2023-06-01,$225.00,Bay Area Fencing Club - Los Gatos,37814902,49785821,USD
105374,2023-06-01,$225.00,Bay Area Fencing Club - Los Gatos,37814903,49785820,USD
105376,2023-06-01,$112.50,Bay Area Fencing Club - Los Gatos,37814904,49785822,USD
105385,2023-06-01,$225.00,Bay Area Fencing Club - Los Gatos,37814906,49785831,USD
105389,2023-06-01,$225.00,Bay Area Fencing Club - Los Gatos,37814907,49785835,USD
105380,2023-06-01,$225.00,Bay Area Fencing Club - Los Gatos,37814908,49785826,USD
105384,2023-06-01,$225.00,Bay Area Fencing Club - Los Gatos,37814909,49785830,USD
105388,2023-06-01,$225.00,Bay Area Fencing Club - Los Gatos,37814910,49785834,USD
105387,2023-06-01,$225.00,Bay Area Fencing Club - Los Gatos,37814911,49785833,USD
105394,2023-06-01,$225.00,Bay Area Fencing Club - Los Gatos,37814912,49785840,USD
105386,2023-06-01,$225.00,Bay Area Fencing Club - Los Gatos,37814913,49785832,USD
105382,2023-06-01,$225.00,Bay Area Fencing Club - Los Gatos,37814914,49785828,USD
105397,2023-06-01,$225.00,Bay Area Fencing Club - Los Gatos,37814915,49785843,USD
105398,2023-06-01,$225.00,Bay Area Fencing Club - Los Gatos,37814916,49785844,USD
105392,2023-06-01,$225.00,Bay Area Fencing Club - Los Gatos,37814917,49785838,USD
105407,2023-06-01,$225.00,Bay Area Fencing Club - Los Gatos,37814918,49785853,USD
105402,2023-06-01,$225.00,Bay Area Fencing Club - Los Gatos,37814919,49785848,USD
105400,2023-06-01,$225.00,Bay Area Fencing Club - Los Gatos,37814920,49785846,USD
105395,2023-06-01,$225.00,Bay Area Fencing Club - Los Gatos,37814921,49785841,USD
105409,2023-06-01,$225.00,Bay Area Fencing Club - Los Gatos,37814922,49785855,USD
105390,2023-06-01,$225.00,Bay Area Fencing Club - Los Gatos,37814923,49785836,USD
105406,2023-06-01,$225.00,Bay Area Fencing Club - Los Gatos,37814924,49785854,USD
105410,2023-06-01,$225.00,Bay Area Fencing Club - Los Gatos,37814925,49785856,USD
105411,2023-06-01,$225.00,Bay Area Fencing Club - Los Gatos,37814926,49785857,USD
105413,2023-06-01,$470.00,Bay Area Fencing Club - Los Gatos,37814927,49785859,USD
105403,2023-06-01,$225.00,Bay Area Fencing Club - Los Gatos,37814928,49785849,USD
105415,2023-06-01,$225.00,Bay Area Fencing Club - Los Gatos,37814929,49785861,USD
105408,2023-06-01,$202.50,Bay Area Fencing Club - Los Gatos,37814930,49785852,USD
105419,2023-06-01,$225.00,Bay Area Fencing Club - Los Gatos,37814931,49785865,USD
105417,2023-06-01,$225.00,Bay Area Fencing Club - Los Gatos,37814932,49785863,USD
105423,2023-06-01,$513.00,Bay Area Fencing Club - Los Gatos,37814933,49785869,USD
105421,2023-06-01,$350.00,Bay Area Fencing Club - Los Gatos,37814934,49785867,USD
105427,2023-06-01,$570.00,Bay Area Fencing Club - Los Gatos,37814935,49785873,USD
105424,2023-06-01,$570.00,Bay Area Fencing Club - Los Gatos,37814936,49785870,USD
105422,2023-06-01,$225.00,Bay Area Fencing Club - Los Gatos,37814937,49785868,USD
105432,2023-06-01,$570.00,Bay Area Fencing Club - Los Gatos,37814938,49785876,USD
105428,2023-06-01,$513.00,Bay Area Fencing Club - Los Gatos,37814939,49785874,USD
105425,2023-06-01,$570.00,Bay Area Fencing Club - Los Gatos,37814940,49785871,USD
105434,2023-06-01,$570.00,Bay Area Fencing Club - Los Gatos,37814941,49785883,USD
105430,2023-06-01,$570.00,Bay Area Fencing Club - Los Gatos,37814942,49785877,USD
105426,2023-06-01,$225.00,Bay Area Fencing Club - Los Gatos,37814943,49785872,USD
105438,2023-06-01,$570.00,Bay Area Fencing Club - Los Gatos,37814944,49785887,USD
105429,2023-06-01,$470.00,Bay Area Fencing Club - Los Gatos,37814945,49785875,USD
105435,2023-06-01,$570.00,Bay Area Fencing Club - Los Gatos,37814946,49785884,USD
105433,2023-06-01,$225.00,Bay Area Fencing Club - Los Gatos,37814948,49785880,USD
105431,2023-06-01,$225.00,Bay Area Fencing Club - Los Gatos,37814947,49785878,USD
105436,2023-06-01,$171.00,Bay Area Fencing Club - Los Gatos,37814949,49785885,USD
105443,2023-06-01,$470.00,Bay Area Fencing Club - Los Gatos,37814950,49785892,USD
105437,2023-06-01,$570.00,Bay Area Fencing Club - Los Gatos,37814951,49785886,USD
105439,2023-06-01,$470.00,Bay Area Fencing Club - Los Gatos,37814952,49785888,USD
105440,2023-06-01,$570.00,Bay Area Fencing Club - Los Gatos,37814953,49785890,USD
105441,2023-06-01,$470.00,Bay Area Fencing Club - Los Gatos,37814954,49785889,USD
105445,2023-06-01,$470.00,Bay Area Fencing Club - Los Gatos,37814956,49785894,USD
105442,2023-06-01,$470.00,Bay Area Fencing Club - Los Gatos,37814957,49785891,USD
105444,2023-06-01,$470.00,Bay Area Fencing Club - Los Gatos,37814958,49785893,USD
105448,2023-06-01,$470.00,Bay Area Fencing Club - Los Gatos,37814959,49785898,USD
105447,2023-06-01,$370.00,Bay Area Fencing Club - Los Gatos,37814960,49785896,USD
105449,2023-06-01,$300.00,Bay Area Fencing Club - Los Gatos,37814961,49785897,USD
105451,2023-06-01,$370.00,Bay Area Fencing Club - Los Gatos,37814962,49785900,USD
105452,2023-06-01,$470.00,Bay Area Fencing Club - Los Gatos,37814963,49785901,USD
105456,2023-06-01,$370.00,Bay Area Fencing Club - Los Gatos,37814964,49785905,USD
105454,2023-06-01,$470.00,Bay Area Fencing Club - Los Gatos,37814965,49785903,USD
105458,2023-06-01,$370.00,Bay Area Fencing Club - Los Gatos,37814966,49785907,USD
105459,2023-06-01,$333.00,Bay Area Fencing Club - Los Gatos,37814967,49785908,USD
105460,2023-06-01,$370.00,Bay Area Fencing Club - Los Gatos,37814968,49785909,USD
105453,2023-06-01,$370.00,Bay Area Fencing Club - Los Gatos,37814969,49785902,USD
105462,2023-06-01,$370.00,Bay Area Fencing Club - Los Gatos,37814970,49785911,USD
105461,2023-06-01,$370.00,Bay Area Fencing Club - Los Gatos,37814971,49785910,USD
105463,2023-06-01,$370.00,Bay Area Fencing Club - Los Gatos,37814972,49785912,USD
105464,2023-06-01,$370.00,Bay Area Fencing Club - Los Gatos,37814973,49785913,USD
105466,2023-06-01,$333.00,Bay Area Fencing Club - Los Gatos,37814974,49785915,USD
105468,2023-06-01,$333.00,Bay Area Fencing Club - Los Gatos,37814975,49785917,USD
105465,2023-06-01,$370.00,Bay Area Fencing Club - Los Gatos,37814976,49785914,USD
105472,2023-06-01,$370.00,Bay Area Fencing Club - Los Gatos,37814977,49785921,USD
105467,2023-06-01,$370.00,Bay Area Fencing Club - Los Gatos,37814978,49785916,USD
105469,2023-06-01,$370.00,Bay Area Fencing Club - Los Gatos,37814979,49785918,USD
105474,2023-06-01,$225.00,Bay Area Fencing Club - Los Gatos,37814980,49785923,USD
105471,2023-06-01,$225.00,Bay Area Fencing Club - Los Gatos,37814981,49785920,USD
105473,2023-06-01,$370.00,Bay Area Fencing Club - Los Gatos,37814982,49785922,USD
105478,2023-06-01,$370.00,Bay Area Fencing Club - Los Gatos,37814983,49785927,USD
105475,2023-06-01,$370.00,Bay Area Fencing Club - Los Gatos,37814984,49785924,USD
105470,2023-06-01,$333.00,Bay Area Fencing Club - Los Gatos,37814985,49785919,USD
105476,2023-06-01,$225.00,Bay Area Fencing Club - Los Gatos,37814986,49785925,USD
105482,2023-06-01,$225.00,Bay Area Fencing Club - Los Gatos,37814987,49785934,USD
105477,2023-06-01,$370.00,Bay Area Fencing Club - Los Gatos,37814988,49785926,USD
105480,2023-06-01,$225.00,Bay Area Fencing Club - Los Gatos,37814989,49785929,USD
105481,2023-06-01,$225.00,Bay Area Fencing Club - Los Gatos,37814990,49785931,USD
105479,2023-06-01,$300.00,Bay Area Fencing Club - Los Gatos,37814991,49785928,USD
105486,2023-06-01,$225.00,Bay Area Fencing Club - Los Gatos,37814992,49785937,USD
105483,2023-06-01,$333.00,Bay Area Fencing Club - Los Gatos,37814993,49785935,USD
105489,2023-06-01,$225.00,Bay Area Fencing Club - Los Gatos,37814994,49785940,USD
105494,2023-06-01,$470.00,Bay Area Fencing Club - Los Gatos,37814995,49785947,USD
105488,2023-06-01,$225.00,Bay Area Fencing Club - Los Gatos,37814997,49785943,USD
105492,2023-06-01,$225.00,Bay Area Fencing Club - Los Gatos,37814998,49785945,USD
105495,2023-06-01,$370.00,Bay Area Fencing Club - Los Gatos,37814999,49785950,USD
105487,2023-06-01,$225.00,Bay Area Fencing Club - Los Gatos,37815000,49785938,USD
105491,2023-06-01,$370.00,Bay Area Fencing Club - Los Gatos,37815001,49785944,USD
105503,2023-06-01,$470.00,Bay Area Fencing Club - Los Gatos,37815003,49790172,USD
105501,2023-06-01,$225.00,Bay Area Fencing Club - Los Gatos,37815004,49785957,USD
105499,2023-06-01,$225.00,Bay Area Fencing Club - Los Gatos,37815005,49785954,USD
105497,2023-06-01,$225.00,Bay Area Fencing Club - Los Gatos,37815006,49785952,USD
105493,2023-06-01,$370.00,Bay Area Fencing Club - Los Gatos,37815007,49785948,USD
105500,2023-06-01,$225.00,Bay Area Fencing Club - Los Gatos,37815008,49785956,USD
105496,2023-06-01,$225.00,Bay Area Fencing Club - Los Gatos,37815009,49785951,USD
105498,2023-06-01,$225.00,Bay Area Fencing Club - Los Gatos,37815010,49785953,USD
105505,2023-06-01,$225.00,Bay Area Fencing Club - Los Gatos,37815011,49790301,USD
105568,2023-06-01,$225.00,Bay Area Fencing Club - Los Gatos,37815013,49885794,USD
105577,2023-06-01,$225.00,Bay Area Fencing Club - Los Gatos,37815014,49889114,USD
105511,2023-06-01,$225.00,Bay Area Fencing Club - Los Gatos,37815015,49792136,USD
105613,2023-06-01,$225.00,Bay Area Fencing Club - Los Gatos,37815016,49936352,USD
105733,2023-06-01,$225.00,Bay Area Fencing Club - Los Gatos,37815018,50124204,USD
105779,2023-06-01,$225.00,Bay Area Fencing Club - Los Gatos,37815019,50229790,USD
105771,2023-06-01,$225.00,Bay Area Fencing Club - Los Gatos,37815021,50221340,USD
105594,2023-06-01,$225.00,Bay Area Fencing Club - Los Gatos,37815024,49900562,USD
105640,2023-06-01,$225.00,Bay Area Fencing Club - Los Gatos,37815025,49978522,USD
105983,2023-06-01,$55.00,Bay Area Fencing Club - Los Gatos,37817197,50427667,USD
105506,2023-06-01,$370.00,Bay Area Fencing Club - Los Gatos,37817279,49790311,USD
105504,2023-06-01,$370.00,Bay Area Fencing Club - Los Gatos,37817281,49790249,USD
105987,2023-06-01,$55.00,Bay Area Fencing Club - Los Gatos,37825698,50439956,USD
105988,2023-06-01,$80.00,Bay Area Fencing Club - Los Gatos,37827046,50441995,USD
105989,2023-06-01,$55.00,Bay Area Fencing Club - Los Gatos,37827285,50442409,USD
105990,2023-06-01,$55.00,Bay Area Fencing Club - Los Gatos,37827412,50442610,USD
105446,2023-06-01,$470.00,Bay Area Fencing Club - Los Gatos,37829079,49785895,USD
105991,2023-06-01,$410.00,Bay Area Fencing Club - Los Gatos,37829080,50445161,USD
105993,2023-06-01,$410.00,Bay Area Fencing Club - Los Gatos,37829096,50445211,USD
105994,2023-06-01,"$1,000.00",Bay Area Fencing Club - Los Gatos,37829299,50445582,USD
105995,2023-06-02,$410.00,Bay Area Fencing Club - Los Gatos,37829333,50445677,USD
105996,2023-06-02,$410.00,Bay Area Fencing Club - Los Gatos,37845851,50461777,USD
105997,2023-06-02,$55.00,Bay Area Fencing Club - Los Gatos,37846095,50462161,USD
105998,2023-06-02,$80.00,Bay Area Fencing Club - Los Gatos,37846293,50462475,USD
105999,2023-06-02,$55.00,Bay Area Fencing Club - Los Gatos,37846731,50463091,USD
106000,2023-06-02,$55.00,Bay Area Fencing Club - Los Gatos,37846735,50463097,USD
106001,2023-06-02,$55.00,Bay Area Fencing Club - Los Gatos,37846857,50463278,USD
103614,2023-06-03,$210.00,Bay Area Fencing Club - Los Gatos,37855415,47705315,USD
106005,2023-06-03,$60.00,Bay Area Fencing Club - Los Gatos,37858699,50473197,USD
106006,2023-06-03,$55.00,Bay Area Fencing Club - Los Gatos,37859406,50474361,USD
106007,2023-06-03,$55.00,Bay Area Fencing Club - Los Gatos,37859482,50474509,USD
106008,2023-06-03,$55.00,Bay Area Fencing Club - Los Gatos,37859489,50474517,USD
106009,2023-06-03,"$1,000.00",Bay Area Fencing Club - Los Gatos,37859506,50474543,USD
106010,2023-06-03,"$1,000.00",Bay Area Fencing Club - Los Gatos,37860156,50475585,USD
106011,2023-06-03,$210.00,Bay Area Fencing Club - Los Gatos,37860384,50475971,USD
